ref_id,section,bug_description,reported_date,severity,due_date,dev_type,eta,actual,status
QA-234,D. Step 2: Form filling for Term Payment by Credit Card,"Case : Asking payment -> financial support pay term 1 using credit card with cc 3DS. there are two dots (paid and billed)  in the student column term, but i paid it using financial support",30/08/2031,Major,30/08/2023,1,0:45,1:00,PASS
QA-235,A. Step 1 - 4: Modality Payment form (SCRIPTED),"Improvement Update the static and dynamic text of notif SCRIPT041_N1 based on customer text (update in notif doc)
SCRIPT041_N1",31/08/2033,Moderate,31/08/2033,1,0:45,1:15,PASS
QA-236,B. Step 2 : Form Filling update for Readmission FC,After I complete the Form (student Readmision FC Personal) the School contract is not display on the Student Card,31/08/2033,Moderate,31/08/2033,1,,,PASS
QA-237,Notification Management,"Issue found during check on PAY_N3:
1/ the subject of a specific template is not populated
2/ the URL still displays the full URL text (not the link)",31/08/2033,Moderate,01/09/2033,1,1:30,1:30,PASS
QA-238,Notification Management,Provide key {amount} on the Key table of PAY_N1,01/09/2033,Moderate,01/09/2033,1,0:45,0:25,PASS
QA-239,Notification Management,The Notif REF is still not displayed for Specific Template PAY_N1,,,01/09/2033,1,0:45,0:45,PASS
QA-240,Phase 04 : Form Filling,"GraphQL error when accessing the form 

```
Error: GraphQL error: Cannot destructure property `candidateId` of 'undefined' or 'null'. GraphQL error: Cannot destructure property `candidateId` of 'undefined' or 'null'.
Please Alert The Administration

```",09/06/2022,Blocking,09/06/2022,1,0:40,0:20,PASS
QA-241,Phase 03 : Student Table,"Swal Error popping up when trying to click on student

Network error: Http failure response for https://api.055.zetta-edh-test.click/graphql: 0 Unknown Error",,Blocking,09/06/2022,1,1:00,1:30,PASS
QA-242,Phase 03 : Student Table,I get redirected to Login page everytime I try to click on student card,09/12/2022,Blocking,09/06/2022,1,,,PASS
QA-243,Phase 03 : Student Table,"On the mailbox, ""from"" in notification is CÔME Périer Mrs - () instead of EDH Platform",13/09/2022,Moderate,13/09/2022,1,1:00,0:34,PASS
QA-244,Phase 03 : Student Table,"The greetings on mailbox that i receive from one time form dont have civility exist even though  if i see in student card, the student is female",13/09/2022,Minor,13/09/2022,1,0:20,0:19,PASS
QA-245,Phase 01 : Form Builder,"Sorting accending in the ""Template type"" column not working properly in FR language",14/09/2022,Moderate,14/09/2022,1,0:20,0:20,PASS
QA-246,Phase 05 : Menu & InApp Tutorial & Permission,Some user dont have access to form follow up so that they cant send reminder and some student have access to form follow up  and then send reminder one time form but the student isn't received the notification,14/09/2022,Major,15/09/2022,1,0:45,0:20,PASS
QA-247,Phase 06 : Form Follow Up Table,"In stagging, the form follow up menu isn't be able opened",15/09/2022,Blocking,15/09/2022,1,0:20,0:20,PASS
QA-248,Phase 06 : Form Follow Up Table,"In stagging, After send one time form to student, the form filling cant be access, and if i check to form follow up, the student who have i send one time form isn't populate",15/09/2022,Major,15/09/2022,1,0:45,0:45,PASS
QA-249,Phase 03 : Student Table,"As operator admin, when I go to the mailbox of a student I sent a form to the title isn’t shown properly I get this “${candidateSchool} ${candidateCampus}” in the title",15/09/2022,Minor,15/09/2022,1,0:15,0:15,PASS
QA-250,Phase 04 : Form Filling,When I click on form link in mailbox notification in stagging I get a SWAL error in staging version Error: Uncaught (in promise): Error: NG04002,15/09/2022,Major,15/09/2022,1,0:15,0:15,PASS
QA-251,Phase 04 : Form Filling,"Subject mailbox is wrong syntax, ${candidateSchool} ${candidateCampus}
""from"" mailbox is wrong also
there's swal blocking me when i need completed form filling",15/09/2022,Blocking,15/09/2022,1,0:45,0:57,PASS
QA-252,Phase 01 : Form Builder,"when i Send one time form and go to mailbox, click link and go to form filling, go to step summary and click i accept continue to next step, i see pop up error",16/09/2022,Major,16/09/2022,1,0:45,,PASS
QA-253,Phase 04 : Form Filling,In the step contract signing the dynamic text is not updated in the pdf ,16/09/2022,Major,16/09/2022,1,,,PASS
QA-254,Phase 01 : Form Builder,"when student complete all step, i see button send reminder in action column",16/09/2022,Moderate,19/09/2022,1,0:30,1:00,PASS
QA-255,Phase 06 : Form Follow Up Table,"When I click send reminder to student, student not receive OneTimeForm_N3",16/09/2022,Blocking,16/09/2022,1,0:45,0:45,PASS
QA-256,Phase 04 : Form Filling,The PDF file of summary step need to be fixed,16/09/2022,Moderate,20/09/2022,1,0:20,0:20,PASS
QA-257,Phase 05 : Menu & InApp Tutorial & Permission,"For usertype : Academic Director, Academic Member, Contract manager,Academic Referent in form follow up >> general >> details, the table display No data to show",16/09/2022,Blocking,20/09/2022,1,0:45,1:20,PASS
QA-258,Phase 04 : Form Filling,There is no task sent to the validator (Operator Admin) to validate the task,19/09/2022,Major,20/09/2022,1,0:30,0:30,PASS
QA-259,Phase 04 : Form Filling,There is no notification sent to the signatory (Academic Director) to sign the contract,19/09/2022,Blocking,20/09/2022,1,3:00,3:46,PASS
QA-260,Phase 04 : Form Filling,There is SWAL error display when I submit a step with validation from form that triggered by BE,19/09/2022,Blocking,19/09/2022,1,1:00,2:00,PASS
QA-261,Form Follow Up >> General,"On the Form Details table, the filter on the column School and Program still not working. It always display all data when I filter with select one of the option",20/09/2022,Blocking,21/09/2022,1,0:45,0:45,PASS
QA-262,Phase 06 : Form Follow Up Table,"After I send the form to students, I see the form in menu form follow up table when I go in details there is no students inside",22/09/2022,Blocking,22/09/2022,1,0:45,0:45,PASS
QA-263,Phase 04 : Form Filling,"On the form filling, the field Date of birth is empty",22/09/2022,Blocking,22/09/2022,1,0:15,0:15,PASS
QA-264,Phase 01 : Form Builder,"When I set up a notification in the form ""When the step is send"" the student do not receive any notification",22/09/2022,Blocking,22/09/2022,1,0:45,0:45,PASS
QA-265,Step 04: Menu/Notification/InApp/User Permission,"The data in user permission table is empty, so cannot check the user permisison for the menu Internship",02/09/2022,Moderate,,1,0:45,0:30,PASS
QA-266,Step 06 : Student card  - Internship Tab,"Updating the status Internship / Exchage from the student card (other than Internship), the student still displayed in internship table",02/09/2022,Major,,1,0:45,1:30,PASS
QA-267,Step 06 : Student card  - Internship Tab,The tab Internship still displayed for the student who did not assigned to Internship,02/09/2022,Major,09/09/22,1,0:45,0:45,PASS
QA-268,Step 06 : Student card  - Internship Tab,The data on the column start date and end date is not populated,02/09/2022,Major,05/09/22,1,0:45,0:45,PASS
QA-269,Step 06 : Student card  - Internship Tab,"ON click the agreement button, it did not download the agreement 

Note: this button functioanlity should working if the student already sign contract",02/09/2022,Moderate,05/09/22,1,0:45,0:45,PASS
QA-270,Step 09 : Form Filling - template type: Internship,"When the step is rejected, the notification set in form builder is not sent to the student

NOTE:
- Sending condition when step is validated also not triggered in student mailbox
-  need to chekc also the notif triggered in the thunderbird",02/09/2022,Major,09/10/22,1,0:45,2:10,PASS
QA-271,Step 09 : Form Filling - template type: Internship,"The button sign contract is not displayed in form filling

NOTE:
Need to check further abotu the button visibility",02/09/2022,Blocking,05/09/22,1,1:30,2:30,PASS
QA-272,Step 05 : Internship Menu (follow up table),"The search, filter and sorting functionality in the Internship table is not working",08/09/2022,Moderate,09/09/22,1,0:45,0:30,PASS
QA-273,Step 09 : Form Filling - template type: Internship,The country (step company and member) in the step summary is not populated - it is empty,08/09/2022,Major,09/09/22,1,0:45,1:00,PASS
QA-274,Step 05 : Internship Menu (follow up table),"[internship][follow up]

when I select 1 student who doesn't have an expected date and click the action button and assign expected date, fill in all the data and click validate, I see a message sorry",09/09/2022,Blocking,09/09/22,1,0:45,0:15,PASS
QA-275,Step 05 : Internship Menu (follow up table),"[internship][follow up]

when I select 1 student who doesn't have an company relation member and click the action button and assign company relation member, fill in all the data and click validate, I see a message sorry",09/09/2022,Blocking,09/09/22,1,0:45,0:15,PASS
QA-276,Step 05 : Internship Menu (follow up table),"[internship][follow up]

when I select 1 student who doesn't have an SEND AGREEMENT and click the action button and SEND AGREEMENT , fill in all the data and click validate, I see a message sorry",09/09/2022,Blocking,09/09/22,1,0:45,0:50,PASS
QA-277,Step 08 : Form Builder - Step: Company,"Form builder affected by the 041 and 049

The field Ref Id when the question tyep: Question will not be populated even the user already save the form builder",09/09/2022,Moderate,10/09/22,1,0:45,1:50,PASS
QA-278,Step 09 : Form Filling - template type: Internship,"Question type: Field

The data using field company relation member in form filling is not auto-populated",09/09/2022,Major,12/09/22,1,1:00,1:05,PASS
QA-279,Step 06 : Student card  - Internship Tab,The start date and end date in internhip table and internship tab in stduent card is not populated after the student already complete the form,09/09/2022,Major,12/09/22,1,1:00,0:25,PASS
QA-280,permission,"as Continuous Formation Manager

can access:
1. Assign Company Relation Member
2. Assign Expected Date
3. Send Agreement",12/09/2022,Major,13/09/22,1,0:45,0:53,PASS
QA-281,permission,"as Finance DIrector

can access:
1. Assign Student to Internship/ Exchange from Admission - Follow up FI
2. Assign Student to Internship/ Exchange from Admission - Follow up FC
3. Assign Student to Internship/ Exchange from Readmission - Follow up
4. Assign Company Relation Member
5. Assign Expected Date
6. Send Agreement",12/09/2022,Major,13/09/22,1,0:45,1:45,PASS
QA-282,permission,"as Finance Member

can access:
1. Assign Student to Internship/ Exchange from Admission - Follow up FI
2. Assign Student to Internship/ Exchange from Admission - Follow up FC
3. Assign Student to Internship/ Exchange from Readmission - Follow up
4. Assign Company Relation Member
5. Assign Expected Date
6. Send Agreement",12/09/2022,Major,13/09/22,1,0:45,0:06,PASS
QA-283,permission,"as Company Relation Director

can access:
1. Assign Student to Internship/ Exchange from Admission - Follow up FI
2. Assign Student to Internship/ Exchange from Admission - Follow up FC
3. Assign Student to Internship/ Exchange from Readmission - Follow up",12/09/2022,Major,13/09/22,1,0:45,0:20,PASS
QA-284,permission,"as Company Relation Member

can access:
1. Assign Student to Internship/ Exchange from Admission - Follow up FI
2. Assign Student to Internship/ Exchange from Admission - Follow up FC
3. Assign Student to Internship/ Exchange from Readmission - Follow up",12/09/2022,Major,13/09/22,1,0:45,0:20,PASS
QA-285,permission,"as Academic Referent

can access:
1. Assign Student to Internship/ Exchange from Admission - Follow up FI
2. Assign Student to Internship/ Exchange from Admission - Follow up FC
3. Assign Student to Internship/ Exchange from Readmission - Follow up
4. Access menu Internship
5. Assign Company Relation Member
6. Assign Expected Date
7. Send Agreement",12/09/2022,Major,13/09/22,1,0:45,0:20,PASS
QA-286,permission,"as Contract Manager

can access :
1. Assign Student to Internship/ Exchange from Admission - Follow up FI
2. Assign Student to Internship/ Exchange from Admission - Follow up FC",12/09/2022,Major,13/09/22,1,0:45,0:20,PASS
QA-287,Step 04: Menu/Notification/InApp/User Permission,"[SETTING][USER PERMISSION]

I can see 'V' for the user type:
- Continuous Formation Manager
- Finance Director
- Finance member

I will NOT see the V/E on the user permission for 
- Academic Referent
- Alumni",13/09/2022,Moderate,13/09/22,1,0:45,0:25,PASS
QA-288,Step 06 : Student card  - Internship Tab,"Assign the Internship / Exchange from the stduent card, the assigned student is not populated in internship table

Case:
Assign Internship only and Internship + Exchange",13/09/2022,Major,13/09/22,1,1:00,1:00,PASS
QA-289,Step 01 : Improvement Admission FI  (add button 'assign internship' and new column),"Case: Assign Internship/ Exchange for the student who has status other than 'registered' and complete the admission form until the status become registered

The student name who already complete admission form and has status registered and already assigned to Internship, the name is not populated in the Internship table",13/09/2022,Major,13/09/22,1,0:25,0:25,PASS
QA-290,Step 09 : Form Filling - template type: Internship,"STEP WITH COMPANY AND MEMBER

when i set when step is validate to student
i cant see notif validate in mailbox",13/09/2022,Major,14/09/22,1,0:45,0:50,PASS
QA-291,Step 09 : Form Filling - template type: Internship,"as operator admin

go to readmission -> follow up

filter :
- status : registered 
- internship / exchange : no internship & no exchange

click action button and click assign internship / exchange and select internhip, click validate.

go to internship menu, the student is not populate ",13/09/2022,Blocking,14/09/22,1,0:45,1:42,PASS
QA-292,Step 06 : Student card  - Internship Tab,"key in the form filling not populate

name template : CHECKING POPULATE KEY",14/09/2022,Moderate,14/09/22,1,0:45,1:32,PASS
QA-293,Step 05 : Internship Menu (follow up table),"after export student, data in .csv not accurate",14/09/2022,Moderate,,1,0:45,1:10,PASS
QA-294,permission,"as Continuous Formation Manager

cant access:
1. Assign Student to Internship/ Exchange from Admission - Follow up FI
2. Assign Student to Internship/ Exchange from Admission - Follow up FC
3. Assign Student to Internship/ Exchange from Readmission - Follow up",14/09/2022,Major,14/09/22,1,0:30,0:35,PASS
QA-295,permission,"as Admission Member

cant access:
1. Assign Student to Internship/ Exchange from Admission - Follow up FI
2. Assign Student to Internship/ Exchange from Admission - Follow up FC
3. Assign Student to Internship/ Exchange from Readmission - Follow up",14/09/2022,Major,14/09/22,1,0:30,0:25,PASS
QA-296,Step 08 : Form Builder - Step: Company,"go to proccess menu and create new template 

add step type : normal question, go to step detail and create :
Test data:
1. test area long answer
2. Question label: What is your mission during the internship?
3. Condition: Max character
4. Number: 300
5. Custom Error text: No more than 300 char
6. Toggle: Required
7. position: right

click save, i see pop up error",15/09/2022,Major,15/09/2022,1,1:00,1:02,PASS
QA-297,Step 09 : Form Filling - template type: Internship,"[form filling] 

when step summary empty, and click i accept and continue to next step and i see pop up error

note : when I see a pop up error and I try to click refresh page, I can go to the next step",15/09/2022,Major,15/09/2022,1,1:00,2:15,PASS
QA-298,Step 04: Menu/Notification/InApp/User Permission,when i click on the intership menu i get a swal error,16/09/2022,Blocking,19/09/2022,1,0:25,0:25,PASS
QA-299,Step 05 : Internship Menu (follow up table),"[Instership][Current Program] 

I am looking for a program in the column current program and then i get swal error",16/09/2022,Moderate,19/09/2022,1,0:25,0:25,PASS
QA-300,Step 05 : Internship Menu (follow up table),"- filter not working properly in the column signature
- tooltip in the green dot not accurate because tooltip completed should be signed ",16/09/2022,Moderate,19/09/2022,1,0:45,0:45,PASS
QA-301,Step 05 : Internship Menu (follow up table),[Assign Intership/exchange][Intership Menu] when I assign internship there are double students who are assigned,16/09/2022,Major,19/09/2022,1,1:00,1:00,PASS
QA-302,Step 05 : Internship Menu (follow up table),"The filter on expected date column displya the data which is not displayed on the table
",19/09/2022,Moderate,19/09/2022,1,0:45,0:45,PASS
QA-303,Step 09 : Form Filling - template type: Internship,"The issue on the step sign contract:
- The contract is not populated in the step (not found)
- The button sign contract is not displayed for the student ",19/09/2022,Blocking,20/09/2022,1,1:00,1:00,PASS
QA-304,Step 09 : Form Filling - template type: Internship,"On click the signing contract button, the swal error appeared",20/09/2022,Blocking,20/09/2022,1,1:00,1:51,PASS
QA-305,Step 09 : Form Filling - template type: Internship,"The notification with sending condition 'When signatory is needed to sign the contract' is not triggered, so the company relation member cannot access the form from the notif ",20/09/2022,Blocking,21/09/2022,1,1:30,1:15,PASS
QA-306,Step 09 : Form Filling - template type: Internship,"As the student, when try to sign the contract, in the docusign, the student cannot sign the contract

- As discuss with dev, it caused by the key 'User signatory' is not detected in docusign

NOTE:
- Need to check also the key for the company relation member",20/09/2022,Blocking,21/09/2022,1,1:30,2:16,PASS
QA-307,Step 09 : Form Filling - template type: Internship,The notification for the step contract signing 'When all signatory already finish the contract signing'  is not triggered when the condition met,21/09/2022,Moderate,21/09/2022,1,1:00,2:00,PASS
QA-308,Step 09 : Form Filling - template type: Internship,"Case: Input the siret number for the company other than france, the company is populated even the country is France",21/09/2022,Major,22/09/2022,1,1:00,1:30,PASS
QA-309,Step 05 : Internship Menu (follow up table), Some Student number not displayed in internship menu ,14/10/2022,Moderate,17/10/2022,1,1:00,0:15,PASS
QA-310,Step 07 : Form Builder - template type: Internship,In the internship form template there are some Weird keys generated with no descriptions,14/10/2022,Moderate,17/10/2022,1,1:00,2:00,PASS
QA-311,Step 09 : Form Filling - template type: Internship,In the first step if I click on continue button it doesn't redirect to the second step,19/10/2022,Moderate,20/10/2022,1,1:00,0:45,Ready to test
QA-312,Step 09 : Form Filling - template type: Internship,When I download the PDF in the summary section I only have Identity and internship detail. I don't see any company details section.,20/10/2022,Moderate,21/10/2022,1,1:00,0:45,Ready to test
QA-313,Step 05 : Internship Menu (follow up table),"- Assign the company relation pop up, the selected company relation member is not visible on the pop up
- After assigning company relation member (select all after filter) and select 1 student, the assigned company relation member is not populated in the internship table

Video: https://drive.google.com/file/d/1G02-1lry5ZYlhTiayBxBqD4GaRRmQE5J/view?usp=share_link",09/11/2022,Major,10/11/2022,1,1:00,,Ready to test
QA-314,Step 05 : Internship Menu (follow up table),"- Assign expected date for the student, the assigned expected date data is not populated in the table- column Expected date

Video:
https://drive.google.com/file/d/1HT6XbrqQ9xbHL-c-t4ZjX2E5Zezgn-m6/view?usp=share_link",09/11/2022,Major,10/11/2022,1,1:00,,Ready to test
QA-315,,"There is swal error when trying to add company by siret number
Error: CompanyUtilities is not defined
link to issue on channel",04/01/2023,Major,04/01/2023,1,1:00,,PASS
QA-316,12 (Master Table Transaction - Functionality Export),"There is undefined value on column transaction type, screenshot",02/22/2023,Major,02/22/2023,1,0:20,,PASS
QA-317,05 (OD Student Balance Adjustement),[ERP_007][Student Card][Finance tab]when i want delete manual OD Student Balance Adjustment. spinner always displays. video,02/22/2023,Major,02/22/2023,1,0:15,0:15,PASS
QA-318,12 (Master Table Transaction),[ERP_007][Master Transaction Table] when i want filter time on table master transaction. it not correct result (BE). videow,,Major,,1,,0:10,PASS
QA-319,04 (Manual Action - Payment line),[ERP_010][Student Card][Add payment line] When i fill and validate it show swal error that 'Cannot read property 'company_branch_id' of null ',02/22/2023,Blocking,02/22/2023,1,0:15,0:15,PASS
QA-320,01 (Finance Follow Up),"Update: When refund DP, DP amount paid is not updated  [ERP_007][Finance Follow Up Student Table][Table Amount Paid][Table Remaining Due] Total of amount and remaining due is not accurate. Video",02/22/2023,Blocking,02/22/2023,1,,,PASS
QA-321,12 (Master Table Transaction - Funcitonality Filter),[ERP_007][Finance Master Table Transaction] List of Dropdown Selection have list that's not appropriate Video,02/22/2023,Moderate,02/22/2023,1,0:15,,PASS
QA-322,06 (Add Payment DP),"[ERP_007][Finance Follow Up Student Table][Add Payment]When add manual payment for DP there is swall error, but the DP in student balance and finance status is update. Example Student video",02/22/2023,Major,02/22/2023,1,0:15,0:15,PASS
QA-323,04 (Manual Action - Refund),"[ERP_007][Student balance][Refund] When input date in add refund, data in column date displaying different date from what user input Video",02/22/2023,Major,02/22/2023,1,0:15,0:15,PASS
QA-324,12 (Master Table Transaction),[ERP_007][Finance Master Transaction Table][Refund]Refund is not displayed in the Master Transaction table,02/22/2023,Major,02/22/2023,1,0:15,0:15,PASS
QA-325,06(AddPaymentDP),[ERP_007][Follow Up Student][Manual Payment] Cannot add manual payment for DP --> Error displayed but payment still updated to PAID but status of students etc not updated (now status is Updated but the DP on the Student Balance is still pending) || Student,02/22/2023,Major,02/22/2023,1,0:15,0:15,PASS
QA-326,02 (Operation Lines - Not Exported),"[ERP_007][Operation Lines][Not exported] When i add new payment lines on student balance, i see the data on operation line not exported | Video",02/22/2023,Major,02/22/2023,1,0:15,0:15,PASS
QA-327,04 (Manual Action - Payment line),"[ERP_007][Payment Term using Online payment for Student FI is recorded on the master transaction table] After I add 1 FS, in student card tab finance it duplicate payment term and there 3 FS name. It happens to in Follow Up Student menu Finance (1 student 3 FS) | Video",02/22/2023,Major,02/22/2023,1,0:45,0:45,PASS
QA-328,01(StudentBalance),[ERP 007] [Student Card Detail][Tab Finance] I just assign one financial support but in finance status and student balance table show financial support with same name | Video,02/22/2023,Major,02/22/2023,1,,0:15,PASS
QA-329,12 (Master Table Transaction),"[ERP_007][Master Transaction Table][OD Cash Transfer] After I add OD - Cash Transfer on the student balance, it's not displayed on the master transaction table (for both credit and debit)  video student card note: this also happen when add OD - Student balance adjustment",02/22/2023,Major,02/22/2023,1,0:10,0:10,PASS
QA-330,02 (Operation Lines),[ERP_007][Operation Line] After I add payment and go to Sub Menu Operation Line The Student with Operation Names DP Not Displayed. When i back to student card in student balance the DP lines Status Term is populated orange dot (pending). Video,02/22/2023,Major,02/22/2023,1,0:15,0:15,PASS
QA-331,01 (Student Balance),[ERP_007][Student Card[Student Balance]After paying DP using Credit Card I see the payment date of the term is populated even though I’m not paid the term yet Video,02/22/2023,Moderate,02/22/2023,1,0:15,0:42,PASS
QA-332,12(MasterTableTransaction),[ERP 007][Finance][Master Transaction] Add refund success but in master transaction table doesnt exist | Video,02/22/2023,Major,02/22/2023,1,,0:10,PASS
QA-333,12(MasterTableTransaction),[ERP_007][Finance][Master Transaction] when i create avoir from manual action it didn't record on in table Master Transaction Video | Chat,02/22/2023,Moderate,02/22/2023,1,0:15,0:30,PASS
QA-334,12 (Master Table Transaction),"[ERP 007][Finance][Master Transcation] after I tranfer student to another program , and I search the student, the student is display but time in student tabel is different after I tranfer to another program and in coulmn program I not get a name the program and in the source I not get e data and in actor display '-' || Video",02/22/2023,Moderate,02/22/2023,1,0:15,0:15,PASS
QA-335,12 (Master Table Transaction),"[ERP_007][Finance][Master Transaction]after add billing on the student balance, it's not displayed on the master transaction table Video",02/22/2023,Major,02/22/2023,1,,,PASS
QA-336,12 (Master Table Transaction),"After I add OD for Adjustment student ballance from student ballance, this added OD line is not generated on the Master of Transaction table  test data: Mrs Margot BUNIAZET video:Linkk",02/22/2023,Blocking,02/22/2023,1,,,PASS
QA-337,02 (Operation Lines),"[Finance][Operation Line][No Export] When i try to export on Operation Lines -> table no exported, the column date is not populated Video",02/22/2023,Major,02/22/2023,1,0:10,0:10,PASS
QA-338,01 (Student Balance),"[ERP 007][StudentCard][Student Balance] After edit the term of student. Term 2 and will affect to term 3, the balance in student balance is going to be unbalance. And there will not generate the new 2 lines for the edited terms.  Note: make sure that each term option is generated correctly. Check it in Possible table that using to display the new generated lines Video",02/22/2023,Major,02/22/2023,1,0:10,0:10,PASS
QA-339,12 (Master Table Transaction),"After I add OD, I see amount paid column display zero. It should be display amount of DP  test Data: Mrs Margot BUNIAZET video:Link",02/22/2023,Major,02/22/2023,1,0:20,0:20,NAB
QA-340,12 (Master Table Transaction),"Column source displayed ""empty"" on master transaction table after I transfer the FC student, it should displayed ""avoir transfer""  Test Data: A10583 AUCLAIR Elise Mrs Video: Link",02/22/2023,Major,02/22/2023,1,0:05,0:05,PASS
QA-341,12 (Master Table Transaction),"Column Program displayed ""empty"" on master transaction table after I transfer the FC student  Test Data: A10583 AUCLAIR Elise Mrs Video: Link",02/22/2023,Major,02/22/2023,1,0:05,0:05,PASS
QA-342,12 (Master Table Transaction),"Column Operation Name displayed ""Avoir of Down Payment"" on master transaction table after I transfer the FC student  Test Data: A10583 AUCLAIR Elise Mrs Video: Link",02/22/2023,Major,02/22/2023,1,0:15,0:15,PASS
QA-343,01 (Student Balance),Student balance become Empty after I transfer the FC student  Test Data: A10583 AUCLAIR Elise Mrs Video: Link,02/22/2023,Blocking,02/22/2023,1,,,PASS
QA-344,02 (Operation Lines - Not Exported),"Column Program displayed ""empty"" on Operation Line not exported table after I transfer the FC student  Test Data: A10583 AUCLAIR Elise Mrs Video: Link",02/22/2023,Major,02/22/2023,1,0:15,0:15,PASS
QA-345,01 (Student Balance),I check the Down payment Line is not generated on student balance after the FC student paid the DP  Test Data: A10741 Mrs Amelie AUGIS Video: Link,02/22/2023,Blocking,02/22/2023,1,,,PASS
QA-346,02 (Operation Lines - Not Exported),I check the Down payment Line is not generated on Operation Line not exported table after the FC student paid the DP  Test Data: A10741 Mrs Amelie AUGIS Video: Link,02/22/2023,Blocking,02/22/2023,1,,,PASS
QA-347,02 (Operation Lines - Not Exported),"The Nature column not display correct payment method that i choose (SEPA) instead it displayed ""billing"". video  Test data: A09040 AUBERT Benoît Mr",02/23/2023,Major,02/23/2023,1,0:20,0:20,NAB
QA-348,12 (Master Table Transaction),"The Source column should display ""avoir"" but it doesn't display anything. video  Test data: A09040 AUBERT Benoît Mr",02/23/2023,Moderate,02/23/2023,1,0:15,0:30,PASS
QA-349,12 (Master Table Transaction),"The Actor column should be display the name of user that complete the action but it display ""-"". video  Test data: A09040 AUBERT Benoît Mr",02/23/2023,Major,02/23/2023,1,0:15,0:15,PASS
QA-350,12 (Master Table Transaction),"[ERP_007][Master Transaction Table][Notes] After i pay with manual payment and the payment method is transfer, but on master transaction detail the reference and notes is not populated | Video",02/23/2023,Minor,02/23/2023,1,0:10,0:15,PASS
QA-351,12 (Master Table Transaction),"[ERP_007][Master Transaction Table] After i pay term one with manual action, it will display on the master transaction table but i see the operation name still not include what term i pay | Video",02/23/2023,Minor,02/23/2023,1,0:10,0:10,PASS
QA-352,01 (Student Balance),When I check down payment in solde the data incorret after I count again with solde + credit || Video,02/23/2023,Moderate,02/23/2023,1,0:15,0:15,PASS
QA-353,01(StudentBalance),"[ERP_007] [Student Balance] After remove term 3, it should generate new updated line but it displayed 2 canceled term 0 updated term and the balance become unbalance | Video | Specdoc",02/23/2023,Major,02/23/2023,1,0:20,,PASS
QA-354,06 (Student Card - Financement),"[ERP_007][STudent Card][Financement] When i click the link from email FINACEMENT_N1, It should be redirect to the student card of student related, card list is select the correct student but the detail is not | Video",02/23/2023,Major,02/23/2023,1,0:15,0:15,PASS
QA-355,01 (Student Balance),"[ERP_007][Student Blance] After transfer student, check to the student balance i only see data for Avoir scholarship fee | Video  | Student Card",02/23/2023,Major,02/23/2023,1,0:15,0:45,PASS
QA-356,12(MasterTableTransaction),"[ERP_007][Settings][User Permission] There is no menu Intake Channel and Settings in column menu on the table. And in the table there are redudance data for 'Form Follow Up, Mailbox, and My Task'. And for Contract Menu in the table User Permission is not have a menu on the platform. | Video1  | video2",23/02/2023 24/02/2023,Minor,23/02/2023 24/02/2023,1,0:10,0:15,PASS
QA-357,12 (Master Table Transaction),"[ERP_007][Finance][Master Transaction] After Change Term, I go to sub menu Master Transaction Table, After Filter Student Number, There is no update cancel payment after edit term Video || Spec Doc",02/23/2023,Blocking,02/23/2023,1,,,PASS
QA-358,01 (Student Balance),[ERP_007][Financement][Student Balance] In Solde Column not in right order & doesn't have '-' like in the spec doc. Video || Spec Doc,02/23/2023,Major,02/23/2023,1,0:10,0:10,PASS
QA-359,01 (Finance Organization),"[ERP_007][Master Transaction table] After i assign template for organization, on master transaction table generating the billing of terms but the actor still empty (-) | Video",02/23/2023,Minor,02/23/2023,1,0:10,0:10,PASS
QA-360,01 (Student Balance),"[ERP_007][Student Balance] After generate billing of organization, the payment of terms is generated on student balance but there is no term status on there | Video",02/23/2023,Moderate,02/23/2023,1,0:15,0:15,PASS
QA-361,06 (Student Card - Financement),"[ERP_007][Student Card] After pay DP using SEPA, then asking trigger for Chargeback, the status of student is not change to ""Engaged"", it is still ""Registered""  Video",02/23/2023,Major,02/23/2023,1,0:20,0:26,PASS
QA-362,01 (Student Balance),"[ERP_007][Student Balance] After pay DP using SEPA, then asking trigger for Chargeback, there is no generated line for ""Regulation of DP""  Video",02/23/2023,Major,02/23/2023,1,0:20,0:10,PASS
QA-363,01(StudentBalance),"[ERP_007][Student Balance] After generate billing of organization, the payment of terms is generated on student balance, but i can see the payment date is populated even though I’m not paid the term yet | Video",02/23/2023,Moderate,02/23/2023,1,0:15,0:15,PASS
QA-364,12 (Master Table Transaction - Functionality Export),[ERP_007][Finance][Master Transaction] There is difference data in the CSV with the table in Student Name column | Video,02/23/2023,Moderate,02/23/2023,1,0:45,,PASS
QA-365,01 (Student Balance),"[ERP_007][Student Balance] The flux of Chargeback of Down Payment is not Chargeback, but Payment | Video",02/23/2023,Moderate,02/23/2023,1,0:15,0:15,NAB
QA-366,01 (Student Balance),"[ERP_007][student-card][student-balance] when i try to ""paid"" my term, it will be paid. but when i want ""remove payement"" on my term. successfull remove but status ""status_line_dp_term"" still ""paid"" ( BE )|| specdoc || video",02/24/2023,Major,02/24/2023,1,0:20,,PASS
QA-367,01 (Student Form Step DP Adyen),"[ERP_007 ][Re-Admission FI][Form Filling][Down Payment Step] When I pay DP it showing SWAL error.  Novan ""There is a SWAL Error displayed when submitting CreatePayment"" || Video",02/24/2023,Blocking,02/24/2023,1,0:15,0:15,PASS
